word,translation,tag
oval,"n. 椭圆形\na. 卵形的, 椭圆形的",ielts
ovation,"n. 热烈欢迎, 大喝采, 小凯旋式",ielts
overall,"a. 全部的, 全体的, 从头至尾的, 一切在内的\nadv. 从头到尾, 总的说来\nn. 罩衫, 工作服",ielts
overcome,"vt. 战胜, 克服, 胜过\nvi. 得胜",ielts
overdue,"a. 过期的, 未兑的, 迟到的, 早就成熟的\n[经] 过期未付的",ielts
overflow,"n. 溢值, 超值, 泛滥\nv. (使)泛滥, (使)溢出, (使)充溢\n[计] 上溢; 溢出",ielts
overhaul,"vt. 分解检查, 翻修, 精细检查, 彻底革新\nn. 分解检查, 精细检查, 大检修",ielts
overhead,"n. 经常开支, 普通用费, 天花板\na. 在头上的, 高架的\nadv. 在头顶上, 在空中, 在高处, 从头到脚全部没入地\n[计] 总开销; 额外开销",ielts
overhear,"vt. 无意中听到, 偷听",ielts
overlap,"n. 重叠, 重复, 部分的同时发生\nvt. 重叠, 重复, 与...同时发生\nvi. 迭盖, 部分的同时发生\n[计] 重叠",ielts
overlook,"vt. 俯瞰, 远眺, 没注意到\nn. 眺望, 俯瞰到的景色",ielts
override,"vt. 推翻, 无视, 对...有最后发言权, 制服, 践踏, 奔越过\n[经] 代理佣金, 代销佣金",ielts
overrule,"vt. 统治, 威压, 打败, 驳回\n[法] 否决, 驳回, 批驳",ielts
overrun,"n. 蔓延, 风行一时, 超过限度\nvt. 蔓延, 蹂躏, 超过, 泛滥\nvi. 泛滥, 超载限度\n[计] 超限",ielts
overseas,"a. 海外的, 国外的\nadv. 在海外, 在国外",ielts
oversee,"vt. 向下看, 了望, 监督, 偷看到\n[法] 监察, 监督, 俯瞰",ielts
overt,"a. 明显的, 公然的, 蓄意的\n[法] 明显的, 公开的",ielts
overtake,"vt. 赶上, 突然降临于, 压倒, 代替",ielts
overthrow,"n. 推翻, 瓦解, 倾覆\nvt. 打倒, 推翻, 倾覆",ielts
overture,"n. 主动表示, 事件的开端, 序言, 提议, 提案, 初步交涉\nvt. 提议, 为...奏前奏曲",ielts
overwhelm,"vt. 淹没, 受打击, 制服, 压倒, 使不知所措\n[法] 打翻, 倾覆, 覆盖",ielts
overwrought,"a. 过分劳累的, 过度紧张的, 神经质的, 过度兴奋的, 过分推敲的, 不自然的",ielts
owe,"vt. 亏欠, 负...债, 归功于, 怀有, 应给予, 感恩\nvi. 欠钱",ielts
ownership,"n. 所有权, 物主身份\n[经] 所有权, 所有制",ielts
oxford,"n. 牛津, 牛津大学",ielts
oxide,n. 氧化物\n[医] 氧化物,ielts
pace,"n. 速度, 步调, 步法\nvi. 踱步, 缓慢走\nvt. 用步测, 踱步于",ielts
pacific,"n. 太平洋\na. 太平洋的, 太平洋沿岸的, 爱好和平的, 安静的, 平息的",ielts
pacify,"vt. 使平静, 安慰, 绥靖, 使服从",ielts
package,"n. 包裹, 套装软件, 包, 包装用物, 程序包\nvt. 包装, 打包\na. 一揽子的\n[计] 包, 软件包, 包装",ielts
pad,"n. 填补, 衬垫, 印色盒, 路\nvt. 填补, 走, 夸大\nvi. 步行\n[计] 焊接点; 包装配/拆卸",ielts
paddle,"n. 桨, 划桨, 明轮翼\nvi. 划桨, 戏水, 涉水\nvt. 用桨划, 划船运送, 搅, 拌",ielts
pageant,"n. 盛会, 游行, 虚饰, 露天表演",ielts
pages,n. 页数；青年侍从（page的复数）,ielts
painstaking,"n. 辛苦, 苦心, 工夫\na. 辛苦的, 勤勉的, 小心的",ielts
painting,"n. 画, 绘画, 油漆\n[化] 涂漆",ielts
pair,"n. 一双, 一对, 一副\nv. (使)成对",ielts
pal,"n. 朋友, 伙伴, 同志, 同谋\nvi. 交友, 结伴",ielts
palace,"n. 宫, 宫殿, 华丽大厦",ielts
palatable,"a. 美味的, 好吃的, 可口的\n[医] 适口的, 味美的",ielts
palm,"n. 手掌, 棕榈, 胜利\nvt. 与...握手, 藏...于掌中",ielts
palpitate,"vi. 悸动, 心跳, 发抖\n[医] 心悸",ielts
pamper,"vt. 放纵, 使吃饱, 使过量",ielts
pamphlet,"n. 小册子, 活页文选",ielts
panel,"n. 嵌板, 仪表板, 专题讨论小组, 全体陪审员\nvt. 嵌镶板",ielts
panic,"n. 恐慌, 惊慌\na. 惊慌的, 没有理由的, 恐慌的\nvt. 使惊慌, 使狂热\nvi. 惊慌",ielts
panorama,"n. 全景, 全貌, 概论, 范围",ielts
pant,"n. 喘息, 悸动\nvi. 喘息, 渴望\nvt. 气喘吁吁地说",ielts
pants,"n. 裤子, 长裤, 短衬裤, 女式运动短裤",ielts
paper,"n. 纸, 文件, 文章, 报纸, 证券, 证件\nvt. 用纸糊, 贴壁纸于, 用纸包装\nvi. 贴壁纸\na. 纸做的, 纸上的",ielts
papers,"n. 文件, 官方文件\n[法] 票证, 证券, 纸币",ielts
parachute,n. 降落伞\nvi. 跳伞,ielts
parade,"n. 游行, 炫耀, 阅兵\nv. 游行, 炫耀, (使)列队行进",ielts
paradise,"n. 天堂, 乐园, 伊甸园",ielts
paradox,"n. 似非而是的论点, 自相矛盾的话, 悖论, 怪人怪事\n[化] 佯谬",ielts
parallel,"n. 平行, 对比, 相匹敌之物\na. 平行的, 相似的\nvt. 与...平行, 与...相似, 相比, 使平行\n[计] 并联; 并行",ielts
paralyse,"vt. 使麻痹, 使瘫痪, 使无力, 使气馁, 终止\n[医] 使麻痹, 使瘫痪",ielts
paralysis,"n. 麻痹, 停顿, 瘫痪\n[医] 麻痹, 瘫痪",ielts
paramount,"n. 首长, 最高当局\na. 最重要的, 最高的, 至上的",ielts
paranoia,"n. 偏执狂, 多疑症\n[法] 妄想狂, 偏执狂",ielts
paraphernalia,n. 随身用具,ielts
paraphrase,"n. 释义, 解述, 改写\nvt. 改写, 解述\nvi. 释义, 意译",ielts
parasite,"n. 寄生生物, 寄生虫, 食客\n[医] 寄生物; 寄生胎",ielts
parcel,"n. 包裹, 部分, 片\nvt. 分配, 打包\na. 部分的\nadv. 局部地",ielts
parent,"n. 父母, 父母亲, 根源\n[法] 父亲, 母亲, 根源",ielts
parental,"a. 父母亲的, 做双亲的, 作为渊源的\n[医] 父母的, 双亲的",ielts
parents,n. 父母；双亲（parent的复数）,ielts
park,"n. 公园, 停车处\nvt. 停车, 置于\nvi. 停车",ielts
parking,n. 停车\na. 停车的,ielts
parliament,"n. 国会, 议会\n[法] 会议, 国会, 议院",ielts
parody,"n. 打油诗文, 诙谐的模仿诗文, 拙劣的模仿\nvt. 拙劣模仿, 作模仿诗文",ielts
part,"n. 部分, 局部, 零件, 要素, 等分, 职责, 角色, 部位\nvt. 分开, 分离, 断绝, 区别, 分配\nvi. 分开, 断裂, 分手\na. 部分的, 局部的\nadv. 部分地, 有些",ielts
partial,"a. 部分的, 偏袒的, 偏爱的\nn. 分音",ielts
participants,"n. 参加者, 参与者; 参加者, 参与者( participant的名词复数 )\na. 有份的, 参与的",ielts
participate,"vi. 参加, 分享, 参与, 带有\nvt. 分享, 分担",ielts
particle,"n. 颗粒, 粒子, 质点, 极小量\n[化] 粒子; 质点",ielts
parties,n. 当事人；聚会；党派；政党机关；同行者（party的复数）,ielts
partisan,"n. 党羽, 虔诚信徒, 同党, 游击队员\na. 党派的, 偏袒的, 效忠的, 献身的, 盲目推崇的",ielts
partition,"n. 分割, 隔离物, 隔墙, 财产分割\nvt. 区分, 瓜分, 隔开, 分割\n[计] 分区; 划分",ielts
party,"n. 宴会, 党, 政党, 团体, 当事人, 聚会\nv. 举办聚会",ielts
pass,"n. 经过, 要隘, 途径, 通行, 护照, 及格\nvt. 经过, 越过, 通过, 批准, 度过, 传递, 忽略\nvi. 经过, 变化, 流通, 及格, 宣判, 终止, 消逝, 被忽略, 不叫牌, 传递\n[计] 遍",ielts
passage,"n. 通道, 通过, 移居, 航行, 一段, 走廊\nvi. 通过, 经过, 航行, 横渡, 争吵\nvt. (使)马以斜横步前进, 使传代",ielts
passengers,n. 乘客( passenger的名词复数 ); 旅客; 白吃饭的人; 闲散人员,ielts
passion,"n. 激情, 酷爱, 热爱, 强烈感情, 耶稣受难(故事)",ielts
passive,"a. 消极的, 被动的, 冷漠的, 顺从的, 无源的\n[医] 被动的",ielts
passport,"n. 护照, 手段, 通行证\n[法] 通行证, 护照",ielts
pastime,"n. 消遣, 娱乐, 游戏",ielts
pasture,"n. 牧场, 草地, 牧草\nvt. 放牧\nvi. 吃草",ielts
patch,"n. 片, 补缀, 碎片, 斑, 傻瓜\nvt. 补缀, 掩饰, 拼凑, 平息\n[计] 修补; 拼凑",ielts
patent,"n. 专利权, 许可证, 执照, 专利品, 素质\na. 专利的, 特许的, 显著的, 新奇的\nvt. 取得...的专利权, 请准专利",ielts
paternity,"n. 父亲身份, 父系血统, 创始人(身份), 来源, 出处\n[医] 父权, 亲权; 父系",ielts
pathetic,"a. 悲哀的, 可怜的, 感伤的, 差劲的\n[医] 感情的",ielts
pathos,"n. 伤感力, 感伤, 悲怅, 同情, 偶然因素, 哀婉动人的词句",ielts
patients,n. 病人（patient的复数形式）,ielts
patriotism,"n. 爱国心, 爱国精神, 爱国主义",ielts
patrol,"n. 巡逻, 巡逻员, 侦察队\nv. 巡逻, 巡视",ielts
patron,"n. 赞助人, 顾客, 保护人\n[法] 保护人, 庇护人, 赞助人",ielts
pattern,"n. 模范, 典型, 式样, 样品, 图案, 格调, 模式\nvt. 模仿, 仿造, 以图案装饰\nvi. 形成图案\n[计] 模式, 图案",ielts
patterns,n. 模式（pattern的复数形式）,ielts
pave,"vt. 铺设, 安排, 铺满, 为...铺路\n[化] 铺设",ielts
pavement,"n. 路面, 人行道, 铺面路, 铺路材料",ielts
pay,"n. 薪资, 付款, 补偿\nvt. 支付, 付清, 补偿, 偿还, 对...有利, 为...涂防水物\nvi. 付款, 付出代价, 偿还, 得到报应, 获得好处",ielts
payable,"a. 可付的, 到期的, 应付的, 有利益的\n[经] 应付的",ielts
payment,"n. 付款, 支付的款项(或实物), 偿还, 报应, 惩罚\n[经] 支付, 缴纳, 支付款额",ielts
peasants,n. 农民( peasant的名词复数 ); 农夫; 佃农; 粗俗的人,ielts
peculiar,"a. 奇特的, 罕见的, 特殊的, 特别的\nn. 特有财产, 特权",ielts
pedal,"n. 踏板, 脚蹬子\na. 脚的, 脚踏的\nvt. 用脚踏动\nvi. 踩踏板, 骑车",ielts
pedestrian,"n. 行人, 步行者\na. 人行的, 徒步的, 呆板的, 通俗的, 平淡无奇的",ielts
peel,"n. 皮, 外壳\nvt. 削...皮, 剥去...的壳\nvi. 蜕皮, 剥落, 脱皮, 脱去衣服",ielts
peer,"n. 同等的人, 匹敌, 贵族\nvi. 凝视, 窥视, 费力地看, 隐现\nvt. 与...同等, 封为贵族",ielts
penalty,"n. 处罚, 刑罚, 罚款, 罚球, 报应, 不利结果, 妨碍\n[经] 罚金(款), 违约金",ielts
pence,"pl. (非正式)copper便士, (美)分, 分币",ielts
pendulum,"n. 钟摆, 摇锤, 摇摆不定的事态(或局面)\n[化] 摆",ielts
penetrate,"vt. 穿透, 刺穿, 渗透, 看穿, 洞察, 了解, 使充溢\nvi. 刺入, 看穿, 渗透, 打进",ielts
penicillin,"n. 盘尼西林, 青霉素\n[化] 青霉素",ielts
pennies,"pl. (非正式)copper便士, (美)分, 分币",ielts
penny,"n. 便士, 一分, 小钱, 点滴\n[经] 便士",ielts
pension,"n. 养老金, 退休金, 津贴, 年金, 抚恤金, 膳宿学校, 膳宿费\nvt. 发给退休金, 用津贴拉拢",ielts
per,"prep. 每一, 通过, 经, 按照\n[经] 每, 按照",ielts
perceive,"vt. 感觉, 认知, 理解, 意识到",ielts
percent,"n. 百分比, 百分数, 部分\n[机] 百分率",ielts
percentage,"n. 百分比, 比率, 部分, 可能性\n[计] 百分比",ielts
perceptible,"a. 可察觉的, 能感觉得到的, 看得见的",ielts
perception,"n. 知觉, 感觉, 领悟力, 获取\n[医] 知觉",ielts
percussion,"n. 敲打, 碰撞, 叩击, 叩诊, 击发, 打击, 打击乐器组\n[医] 叩诊",ielts
perennial,"a. 常年的, 长期的, 反复的\n[医] 多年生的",ielts
perfect,"n. 完成时\na. 完美的, 完好的, 理想的, 熟练的, 精确的, 完成式的\nvt. 使完美, 修改, 使精通, 改善, 使熟练",ielts
performance,"n. 施行, 工作情况, 成绩, 行为, 表现, 演出\n[电] 绩效, 性能",ielts
perfume,"n. 香水, 香气, (悦人的)气氛, 美名\nvt. 洒香水于, 薰香, 使充满香气",ielts
peril,"n. 危险, 冒...之险, 险境, 险因\nvt. 置...于险境, 冒险, 危及",ielts
perimeter,"n. 周长, 周界, 边缘\n[医] 周, 周边, 周界线; 周长; 视野计",ielts
period,"n. 时期, 节段, 节, 句点, 学时, 周期\na. 当时特有的, 过去某段时期的\ninterj. 就是这话, 就是这么回事",ielts
periodical,"n. 期刊\na. 定期出版的, (有关)期刊的, 间歇(性的), 周期的, 定期的",ielts
periodically,"adv. 定期, 循环, 间歇, 周期, 定期刊行, 期刊",ielts
periphery,"n. 外围, 边缘地区, 圆周\n[医] 外周, 周围",ielts
periscope,n. 潜望镜(镜头)\n[化] 潜望镜,ielts
perish,"vi. 毁灭, 丧生, 凋谢, 颓丧, 死亡, 腐烂\nvt. 毁坏, 使麻木, 使丧生, 耗尽",ielts
perishable,"a. 易腐坏的, 会枯萎的, 易毁灭的, 不经久的\nn. 易腐坏的东西",ielts
perks,n. 特权；额外津贴（perk的复数）；特别待遇\nn. (Perks)人名；(英)珀克斯；(法)佩尔克\nv. 打扮；使振作；昂首挺胸（perk的第三人称单数）,ielts
permanent,"a. 永久的, 不变的, 固定的, 持久的\nn. 烫发\n[计] 永久的",ielts
permeate,"vt. 弥漫, 渗透, 充满, 影响, 感染\nvi. 透入, 散布",ielts
permissible,"a. 可允许的, 可容许程度的\n[机] 容许, 允许",ielts
permit,"n. 许可证, 许可, 执照, 通行证\nvt. 允许, 容许, 可能, 使放手做\nvi. 容许, 给以机会, 提供可能",ielts
perpendicular,"n. 垂直线, 垂直的位置, 直立(姿势), 刚正, 垂规\na. 垂直的, 直立的, 陡峭的",ielts
perpetual,"a. 永久的, 不断的, 无期限的, 没完没了的, 四季开花的\n[经] 永远的, 终身的, 持续的",ielts
perplex,"vt. 使困惑, 使复杂化, 使为难\n[法] 困惑, 使复杂化, 使纠缠不清",ielts
perplexity,"n. 困惑, 混乱状态, 使人困惑的事物",ielts
persecute,"vt. 迫害, 虐待, 困扰, 同...捣乱\n[法] 迫害, 虐待, 烦扰",ielts
persevere,"vi. 坚持, 孜孜不倦, 不屈不挠, (辩论中)固执己见",ielts
persist,"vi. 坚持, 固执, 持续, 坚称\n[经] 持续",ielts
person,"n. 人, 人身, 人称\n[法] 人, 法人, 人身",ielts
personal,"a. 私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的\n[医] 人的; 个人的, 自身的",ielts
personality,"n. 个性, 人格, (团体、地方、国家)特有特性, 名人\n[医] 人格; 个性",ielts
personnel,"n. 人员, 人事部门, 人事科(处)\n[经] 人事, 全体人员, 职工",ielts
perspective,"n. 远景, 透视感, (观察问题的)视角, 透视法, 看法, 透视图\na. 透视的, 透视法的\n[计] 透视",ielts
perspire,"v. 出汗, 流汗, 分泌, 渗出",ielts
pertain,"vi. 从属于, 关于, 涉及, 附属, 适合, 相称\n[法] 属于, 从属, 附属",ielts
pertinent,"a. 相关的, 中肯的, 切题的\n[法] 恰当的, 有关的",ielts
perturb,"vt. 扰乱, 使混乱, 使心绪不宁",ielts
pervade,"vt. 弥漫于, 遍及于, 流行于, 蔓延, 渗透于, 充满",ielts
perverse,"a. 乖张的, 故意作对的, 有悖常情的, 执迷不悟的, 歪曲的, 错误的, 不正当的\n[法] 邪恶的, 罪恶的:堕落的, 不合法的",ielts
pervert,"vt. 使堕落, 使反常, 歪曲, 滥用, 使左右颠倒, 唆使...性变态\nn. 堕落者, 行为反常者, 背教者, 性欲反常者",ielts
pessimism,"n. 悲观, 悲观情绪, 悲观主义\n[医] 悲观主义",ielts
pester,"vt. 不断打扰, 纠缠",ielts
pesticide,n. 杀虫剂\n[化] 农药,ielts
pet,"n. 宠物, 受宠爱的人, 宠坏的孩子, 不悦, 生气\na. 宠爱的, 表示亲昵的, 养着观赏的, 特别珍爱的, 格外的\nvt. 宠爱, 溺爱, 抚摸\nvi. 拥抱, 爱抚, 生气, 发脾气",ielts
petal,n. 花瓣\n[医] 花瓣,ielts
petition,"n. 请愿, 诉状, 陈情书, 申请, 祈求, 祷文\nv. 正式请求, 恳求, 请愿",ielts
petrol,"n. 汽油\n[经] 汽油, 挥发油, 石油",ielts
petroleum,n. 石油\n[化] 石油,ielts
pets,abbr. 公共英语等级考试（Public English Tset System）,ielts
petty,"a. 琐碎的, 小规模的, 小气的, 委琐的\n[经] 小额的, 微小的, 小规模的",ielts
pharmaceutical,"a. 药学的, 制药的, 药用的, 药物的, 药剂师的, 药师的\nn. 药品, 成药, 药剂",ielts
pharmacy,"n. 药房, 配药学, 制药业\n[医] 药学, 药剂学, 调剂学, 药房",ielts
phase,"n. 时期, 局面, 方面, 位相, 相, 阶段\nvt. 使调整相位, 使定相, 使一致, 逐步执行, 实行\n[计] 阶段",ielts
phd,abbr. 哲学博士学位（Doctor of Philosophy）,ielts
phenomenal,"a. 现象的, 能知觉的, 异常的, 显著的, 惊人的",ielts
phenomenon,"n. 现象, 迹象, 表现, 奇迹, 奇才\n[化] 现象",ielts
phobia,"n. 恐怖病, 恐惧症, 惧怕, 憎恶\n[医] 恐怖[症]",ielts
phone,"n. 电话, 受话器, 耳机\nvt. 打电话给\nvi. 打电话",ielts
phonetic,"a. 语音的, 语音学的, 表示语音的, 语音差异的\n[医] 语音的",ielts
photocopies,n. 影印本( photocopy的名词复数 ); 复印件,ielts
photocopy,"n. 影印, 复印件\nv. 影印",ielts
photograph,"n. 相片, 照片, 逼真的描绘\nv. 照相, 摄影",ielts
photographs,n. 照片；逼真的描绘（photograph的复数）,ielts
photojournalism,"n. 摄影新闻工作, 摄影报道",ielts
photos,"n. 照片, 图片；相册（photo的复数形式）",ielts
physical,"a. 身体的, 物质的, 自然的, 物理学的, 好色的\nn. 体格检查",ielts
physically,"adv. 按自然规律, 完全地, 实际上, 真正地, 身体上地",ielts
physician,"n. 医师, 内科医师, 解除痛苦者\n[医] 主治医师",ielts
physiological,"a. 生理学的, 生理学上的, 生理机能的\n[医] 生理学的, 生理的",ielts
physique,"n. 体格, 体形\n[医] 体格",ielts
pianist,"n. 钢琴家, 钢琴演奏者",ielts
piano,n. 钢琴,ielts
pick,"n. 精选, 选择, 掘, 精华, 牙签, 鹤嘴锄\nv. 摘, 掘, 凿, 挖, 挑选\n[计] 拾取",ielts
picnic,"n. 野餐, 远足, 愉快的经历\nvi. 去野餐, 远足",ielts
picture,"n. 图画, 照片, 景色, 美丽如画的人(或物), 化身, 生动的描述, 想像, 形象思维\nvt. 画, 拍摄, 用图说明, 描写, 想像\n[计] 图象; 形象; 字形",ielts
pictures,n. 电影院,ielts
picturesque,"a. 生动的, 如画的, 独特的, 别致的, 栩栩如生的",ielts
pie,"n. 馅饼, 财富, 总额, 贪污受贿, 杂乱, 喜鹊\n[计] 饼图",ielts
piecemeal,"adv. 一件一件地, 逐个地, 零碎地\na. 一片一片的, 逐渐的, 零碎的\nn. 断片",ielts
pier,"n. 码头, 桥墩, 支框, 防波堤\n[医] 桥基, 基牙",ielts
pierce,"vt. 刺穿, 穿透, 打眼于, 洞悉, (声音)响彻, (亮光)照进, 深深地打动\nvi. 刺入, 穿入, 透入, 进入",ielts
piety,"n. 虔诚, 孝敬, 虔诚的行为",ielts
pigment,"n. 色素, 色质, 颜料\n[化] 颜料",ielts
pilgrim,"n. 旅行者, 朝圣者, 香客\nvi. 朝圣",ielts
pillar,"n. 柱子, 栋梁, 台柱, 重要的支持者\n[医] 柱, 脚",ielts
pillow,"n. 枕头, 靠垫, 枕状岩\nvt. 作...的枕头, 垫, 枕于\nvi. 靠在枕上",ielts
pills,n. 丸剂；药丸（pill的复数）,ielts
pilot,"n. 飞行员, 领航员, 航船者, 导向器, 驾驶仪, 向导, 领导人\nvt. 领航, 驾驶, 引导, 试用\na. 引导的, 控制的, 试点的\n[计] 引导",ielts
pimple,"n. 丘疹, 小脓疱\n[医] 丘疹, 小脓疱",ielts
pin,"n. 大头针, 针, 别针, 栓, 销子, 图钉, 插头, 管脚, 品(液量单位)\nvt. 将...用针别住, 钉住, 压住, 牵制, 使不能动, 归罪于\na. 针的, 销子的, 闩的",ielts
pinch,"n. 捏, 拧, 撮, 少量, 收缩, 挤压, 夹痛, 苦恼, 逮捕, 指控, 匮乏, 紧急关头\nvt. 捏, 拧, 掐, 挤压, 修剪, 使困苦, 使萎缩, 节制, 少量加入, 逮捕, 勒索\nvi. 收缩, 节省, 挤压, 引起苦恼",ielts
pine,"n. 松树, 松木\nvi. 消瘦, 憔悴, 痛苦, 怀念, 渴望\n[计] 邮件程序",ielts
pink,"n. 粉红色, 石竹花, 化身, 典范, 头面人物, 极度\na. 粉红的, 石竹科的, 比较激进的, 脸色发红的, 精致的, 有点下流的\nvt. 刺, 扎, 刺痛, 射伤, 使面红耳赤, 使变粉红色\nvi. 变粉红色",ielts
pinnacle,"n. 小尖塔, 尖峰, 高峰, 极点\nvt. 造小尖塔, 置于尖顶上",ielts
pinpoint,"n. 极小之物, 针尖, 立锥之地, 精确位置\nvt. 精确地找到, 准确地轰炸, 刺穿, 准确描述, 使突出, 强调\na. 针尖的, 极微的, 精确的, 详尽的, 精确定位的",ielts
piracy,"n. 海盗行为, 海上劫掠, 剽窃, 著作权侵害, 非法翻印\n[法] 海盗行为, 海上掠夺, 海盗罪",ielts
piston,"n. 活塞, 活塞阀键\n[医] 活塞(如注射器的)",ielts
pit,"n. 深坑, 矿井, 果核, 地窖, 深渊, 绝境, 陷阱\nvt. 窖藏, 使凹下, 使有麻点, 去...之核, 使留疤痕, 使相斗, 使竞争\nvi. 起凹点, 凹陷",ielts
pitch,"n. 程度, 坡度, 顶点, 前倾, 倾斜, 投掷, 音高, 螺距, 节距, 摊位, 树脂, 沥青\nvt. 投, 掷, 向前倾跌, 扎营, 竭力推销, 为...定调, 定位于, 用沥青涂\nvi. 搭帐篷, 投掷, 向前跌, 猛然摔倒, 坠落, 倾斜\n[计] 孔距",ielts
pivot,"n. 枢轴, 支点, 旋转运动, 中枢, 关键人物\na. 枢轴的, (如)在枢轴上转动的\nvi. 在枢轴上转动, 随着转移\nvt. 装枢轴于, 以...为中心旋转\n[计] 程序员交互验证和编制工具, 数据透视表",ielts
placard,"n. 公告, 布告, 小牌, 海报\nvt. 公布, 布告, 张帖, 贴海报于",ielts
place,"n. 地方, 地点, 位置, 住所, 座位, 地位, 处境, 特权, 空间, 余地, 职务, 位\nvt. 放置, 寄予, 认出, 评定, 任命\nvi. 名次列前",ielts
placement,"n. 放置, 布置, 工作安排, 编班, 定位球\n[计] 放置",ielts
places,n. 地点；位置；[数]位数（place的复数）,ielts
placid,"a. 平静的, 温和的, 沉着的, 平稳的",ielts
plagiarize,"v. 剽窃, 抄袭",ielts
plague,"n. 瘟疫, 天罚, 麻烦, 灾祸\nvt. 折磨, 使苦恼, 使得灾祸",ielts
plaintive,"a. 悲哀的, 哀伤的, 伤心的, 表示痛苦的",ielts
plan,"n. 计划, 方案, 策略, 方法, 进度表, 程序表, 平面图, 设计图, 轮廓, 示意图\nvt. 计划, 设计, 意欲\nvi. 订计划",ielts
planetarium,"n. 行星仪, 天文馆, 天象图",ielts
plank,"n. 厚木板, 支架, 木板制品, 冲浪板, 救急物, 政纲条目\nvt. 在...上铺板, 撂下, 立即付款",ielts
plankton,n. (总称)浮游生物\n[医] 浮游生物,ielts
planner,"n. 计划者, 设计者, 安排者\n[机] 刨床机",ielts
planners,"n. 规划者, 策划人( planner的名词复数 )",ielts
planning,"n. 计划的制订, 策划, 设计, 规划\n[计] 计划, 规划",ielts
plant,"n. 植物, 作物, 工厂, 树枝, 生长, 设施, 成套设备\nvt. 种植, 栽培, 播种, 培养, 安置, 殖民于, 使位于\nvi. 种植",ielts
plantation,"n. 种植园, 大农场, 植树造林, 新开垦地\n[医] 栽植(如牙或其他组织的植入、再植和移植)",ielts
planting,"n. 种植, 栽培, 播种, 人工林, 花圃, 苗圃",ielts
plants,n. 植物；工厂（plant的复数形式）,ielts
plaster,"n. 石膏, 灰泥, 安慰(缓解)用品, 膏药\nvt. 涂以灰泥, 敷以膏药, 掩饰, 使平服, 彻底击败, 减轻, 粘贴",ielts
plastic,"n. 塑料, 可塑体, 可塑性物质\na. 塑料的, 塑造的, 有可塑性的, 造型的, 易受影响的, 有创造力的",ielts
plateau,"n. 高地, 高原, (上升后的)稳定水平\n[医] 高原, 平顶, 坪",ielts
platform,"n. 站台, 月台, 讲台, 论坛, 平台\n[计] 平台",ielts
platitude,"n. 单调, 平凡, 陈腐, 陈词滥调",ielts
plausible,"a. 貌似真实的, 貌似合理的, 说得煞有其事的\n[法] 花言巧语的, 似乎有理的",ielts
player,"n. 竞赛者, 上场队员, 游戏者, 演员\n[经] 交易者",ielts
playground,"n. 运动场, 操场, 度假胜地, 活动场所",ielts
plea,"n. 恳求, 辩解, 抗辩, 诉讼, 请愿, 托词\n[法] 抗辩, 申诉案件, 答辩",ielts
plead,"vi. 辩护, 恳求\nvt. 为...辩护, 提出...借口, 托称, 恳求",ielts
pleasant,"a. 愉快的, 可爱的, 活泼的, 亲切的",ielts
pleasure,"n. 快乐, 愉快, 令人高兴的事, 娱乐, 希望\nv. (使)高兴",ielts
pledge,"n. 诺言, 保证, 誓言, 抵押, 信物, 保人, 祝愿\nvt. 许诺, 保证, 使发誓, 抵押, 典当, 举杯祝...健康",ielts
pliable,"a. 易弯的, 柔顺的, 圆通的",ielts
plight,"n. 困境, 窘境\nvt. 宣誓, 保证",ielts
plot,"n. 小块土地, 地区图, 图, 阴谋, 情节\nvt. 划分, 绘图, 密谋\nvi. 密谋, 策划\n[计] 绘制",ielts
plough,"n. 犁, 犁过的地\nvi. 用犁耕田, 开路\nvt. 耕, 犁, 开路",ielts
plug,"n. 塞子, 栓, 插头\nvt. 插入, 塞住, 接插头\nvi. 被塞住",ielts
plumb,"n. 铅锤, 垂直\na. 垂直的\nvt. 使垂直, 探测\nvi. 成垂直",ielts
plummet,"n. 测深锤, 铅坠\nvi. 垂直落下",ielts
plunder,"n. 抢夺, 掠夺品, 战利品\nv. 掠夺, 抢劫, 抢夺",ielts
plunge,"n. 钻进, 跳进, 跳水, 跳水池, 猛跌, 落下, 投入, 开始从事, 盲目投资\nvi. 投入, 投身于, 跳进, 陷入, 下降\nvt. 使投入, 使插入, 使陷入, 使遭受",ielts
plus,"prep. 加上, 加, 外加\na. 正的, 附加的\nn. 正号, 加号, 附加额, 正数, 增益\n[计] 正差",ielts
pocket,"n. 口袋, 钱袋, 钱, 容器\nvt. 装...在口袋里, 隐藏, 抑制, 私吞, 搁置, 击...入袋\na. 袖珍的, 小型的, 压缩的, 金钱上的",ielts
point,"n. 点, 小数点, 标点, 地点, 要点, 特点, 尖端, 分数, 得分, 穴位\nvt. 弄尖, 强调, 指出, 加标点于, 瞄准\nvi. 指, 指向, 表明",ielts
pointed,"a. 尖的, 有尖顶的, 锐利的, 率直的, 显然的",ielts
pointless,"a. 不尖的, 钝的, 不得要领的",ielts
poise,"n. 平衡, 均衡, 姿势, 镇静, 安静, 砝码\nvt. 使平衡, 使悬着, 保持...姿势\nvi. 平衡, 悬着, 准备好",ielts
poke,"n. 刺, 戳, 袋子\nvt. 戳, 捅, 拨弄, 刺\nvi. 戳, 刺, 捅, 搜索, 伸出, 行动散慢\n[计] 存数",ielts
polar,"a. 两极的, 极地的, 正好相反的, 极性的\nn. 极线, 极面",ielts
